summonerName,summonerLevel,rank,wins,losses,winRate,kills,deaths,assists,prefLane,campsKilled,minionsKilled,goldEarned,turretTakedowns,visionScore,dragonKills,longestTimeSpentLiving,totalDamageDealt,totalDamageTaken,gameDuration,gameStart
jhgkjhggkjhkjhg,1466,DIAMOND,12,13,0.48,5.56,6.84,7.48,MIDDLE,3.84,181.44,11382.52,2,16.04,0,454.92,138646.2,496890,25.456,19.416666666666668
Peepo Support,219,DIAMOND,10,15,0.4,5.64,5.56,8.16,JUNGLE,137.2,30.88,11307.16,1,25.68,1,575.4,220147.64,772943,28.748,12.908
TKCW JAX,149,DIAMOND,12,13,0.48,8.0,5.56,5.76,JUNGLE,136.44,45.6,11491.68,0,21.92,1,504.68,217256.76,673613,25.61133333333333,8.68
HAGRID FARTBLAST,1025,DIAMOND,12,13,0.48,4.8,7.28,6.4,TOP,0.96,137.6,10360.32,1,23.68,0,443.2,109435.52,687457,27.89733333333333,10.714
REFORMED TYPH V2,1259,DIAMOND,11,14,0.44,7.16,6.8,6.88,MIDDLE,5.2,153.04,11605.6,1,24.56,0,492.04,131382.56,609881,27.458,9.698666666666666
jahazeb,592,DIAMOND,18,7,0.72,3.48,5.4,4.48,TOP,2.96,172.48,10030.04,1,16.6,0,488.52,128395.8,722766,25.45733333333333,17.115333333333336
RB Scars,1092,DIAMOND,14,11,0.56,6.76,4.84,6.24,ADC,6.8,204.6,12198.72,2,14.72,0,665.96,154744.2,468635,26.691333333333333,9.482666666666669
ajlouni21,48,DIAMOND,19,6,0.76,14.92,6.48,4.32,ADC,7.36,197.72,15624.12,3,8.6,0,467.64,175073.88,684842,26.43133333333333,12.274666666666668
Crossover,711,DIAMOND,10,15,0.4,7.32,5.28,8.04,JUNGLE,101.28,95.28,12262.28,1,21.44,0,593.32,217850.36,784890,27.888,14.166666666666666
MCL Wolf,1114,DIAMOND,14,11,0.56,4.76,7.32,6.32,ADC,3.76,157.48,10327.64,1,10.84,0,420.04,118846.64,503211,25.102666666666668,13.399333333333336
aoi hana,534,DIAMOND,14,11,0.56,5.36,6.76,4.04,TOP,3.92,204.52,11987.48,2,17.28,0,450.72,155373.64,668393,26.06533333333333,13.248666666666669
XixauxasGrandson,126,DIAMOND,17,8,0.68,1.28,4.56,16.44,SUPPORT,0.68,29.24,7955.72,2,63.6,0,493.0,24841.48,457728,26.842666666666663,18.898666666666667
Kaniiii,838,DIAMOND,15,10,0.6,6.24,4.96,11.0,JUNGLE,141.2,46.16,12521.48,2,28.76,1,623.8,238560.56,938447,29.42533333333333,14.511333333333331
Orianna Main,81,DIAMOND,16,9,0.64,6.8,4.64,9.92,MIDDLE,5.4,236.96,13464.92,2,16.64,0,711.92,184339.12,513120,29.907333333333334,12.826
ZDUNO,124,DIAMOND,15,10,0.6,8.8,5.48,7.56,JUNGLE,181.28,43.32,14047.04,2,20.52,1,570.52,294017.4,923416,29.657333333333334,14.418
Erdapfelinator,434,DIAMOND,17,8,0.68,10.36,5.68,5.64,MIDDLE,2.72,195.76,13761.4,2,13.16,0,551.28,157465.72,571966,27.824666666666666,20.05
spoko stary,421,DIAMOND,18,7,0.72,11.36,6.04,8.2,ADC,9.64,196.0,14158.08,3,14.44,0,533.28,163091.28,556298,26.61466666666667,13.928
S8 MidLaner,135,DIAMOND,16,9,0.64,6.6,4.76,9.56,MIDDLE,2.08,188.12,12112.24,2,23.44,0,654.52,130187.08,534255,28.602666666666668,13.326666666666666
